"id","name","ability","flavor","firstNightReminder","otherNightReminder","remindersGlobal","reminders"
"kazali","卡札力","每天晚上*，選擇一位玩家，該玩家死亡。[你選擇哪些玩家是哪些僕從，且出現任意數量城外人]","Gon(z)a7les6. Take cau8tun. The mech4an4ion is iNvert10d. E99ors insy6tum. Reco{7}fig.","卡札力指向一位玩家及一個僕從角色，將他的角色代幣替換成該僕從的角色代幣，喚醒他並展示「你是」提示卡 + 他的角色代幣，並倒讚表示邪惡，重複等同正常僕從數量的次數。","卡札力指向一位玩家，該玩家死亡。","","死亡"
"king","國王","每天晚上，如果死亡的玩家數等於或超過活著的玩家，你得知一個活著的角色。惡魔知道你是誰。","↑Betwixt the unknown strains of mortal strife→
And morbid night, sweet↓ with mystery and woe
←Lies unfettered joys of fate’s long and colored life
Who’s garden blooms with each painted Face to Show.","喚醒惡魔並展示「這個能力選擇你」提示卡 + 國王的角色代幣並指向國王。","如果死亡的玩家數超過活著的玩家，展示一位存活玩家的角色代幣。","",""
"klutz","呆瓜","當你得知你死亡時，公開選擇一位活著的玩家，如果該玩家是邪惡的，你的陣營落敗。","哎呀。","","","",""
"knaves","Knaves","There are 2 Storytellers: one lies & one tells the truth. Once per game, at dusk, they might switch.","Every wall is a door. Every meal is a feast.","","","",""
"knight","騎士","在你的第一晚，你得知兩位非惡魔玩家。","一個人說謊，就等於殺害了世界的一部分。","指向兩位非惡魔的玩家。","","","已得知, 已得知"
"legion","軍團","每天晚上*，可能會有一位玩家死亡。處刑時如果只有邪惡玩家投票則投票失敗。你也被視為僕從。[大多數玩家都是軍團]","We are the chill wind on a winter’s day. We are the shadow in the moonless night. We are the poison in your tea and the whisper in your ear. We are everywhere.","","選擇一位玩家，該玩家死亡。","","即將處決,死亡"
"leviathan","利維坦","如果超過一位善良玩家被處決，則你獲勝。所有玩家都知道你在遊戲中。第五天過後，邪惡陣營獲勝。","To the last, I grapple with thee. From Hell’s heart, I stab at thee. For hate’s sake, I spit my last breath at thee.","以「第一天」標記利維坦。宣布「利維坦在遊戲中，今天是第一天。」","增加利維坦標記的天數。","","第一天,第二天,第三天,第四天,第五天,善良被處決"
"librarian","圖書管理員","在你的第一晚，你得知在某兩位玩家中有一位特定的城外人角色(或者沒有城外人角色)。","Certainly madam, under normal circumstances, you may borrow the Codex Malificarium from the library vaults. However, you do not seem to be a member.","將一個在遊戲中的城外人角色代幣展示給圖書管理員並指向兩位玩家，他們其中一位是該角色(或者沒有城外人角色)。","","","城外人,非城外人"
"lilmonsta","小怪寶","每天晚上，僕從們選擇一位玩家看顧小怪寶並且「是惡魔」。每天晚上*，可能會有一位玩家死亡。[+1 僕從]","Step 1: Be cute.
Step 2: World domination.
Step 3: Bweakfast.","喚醒所有僕從並讓他們投票選出看顧小怪寶的人選。","喚醒所有僕從並讓他們投票選出看顧小怪寶的人選，你可以選擇一位玩家，該玩家死亡。","是惡魔,死亡",""
"lleech","痢蛭","每天晚上*，選擇一位玩家，該玩家死亡。在你的第一晚，你選擇一位活著的玩家，該玩家中毒，你(只)會在該玩家死亡時死亡。","Tasty, tasty, tasty, tasty, tasty, tasty, tasty, tasty brai- I mean pie! Yes. Tasty pie. That’s what I meant to say.","痢蛭指向一位玩家，該玩家中毒。","痢蛭指向一位玩家，該玩家死亡。","","中毒,死亡"
"lordoftyphon","堤豐之首","每天晚上*，選擇一位玩家，該玩家死亡。[邪惡玩家坐在一起，你坐在他們之間。+1僕從。+？～-？城外人]","In the shadowed and forgotten corners of the cosmos, where the stars whisper secrets to the void, lies a truth so profound that the merest glimpse of it unravels the sanity of mortal minds.","喚醒惡魔身旁的僕從們，分別展示「你是」提示卡 + 他們的角色代幣，並倒讚表示邪惡。","堤豐之首指向一位玩家，該玩家死亡。","","死亡"
"lunatic","瘋子","你認為自己是惡魔，但你不是，惡魔知道你是誰以及你每天晚上選了誰。","我是黑夜…應該吧。","如果有7位或更多玩家，將若干個僕從展示給瘋子，其數量等同於遊戲中僕從們的數量(這些玩家不一定要是真的僕從)，將三個任意的善良角色代幣展示給瘋子，如果瘋子的惡魔角色會在第一晚行動，讓他進行惡魔的動作，以「攻擊」標記他的目標。喚醒惡魔並告知他真正的角色以及瘋子是誰，如果瘋子有攻擊玩家，指向每個被標記的目標，移除所有「攻擊」標記。","讓瘋子進行惡魔的動作，以「攻擊」標記他的目標，如果瘋子有攻擊玩家，喚醒惡魔並指向每個被標記的目標，移除所有「攻擊」標記。","","攻擊1,攻擊2,攻擊3"
"lycanthrope","半獸人","每天晚上*，選擇一位活著的玩家，如果該玩家是善良，該玩家死亡且惡魔今晚不會造成死亡，場上一位善良會被視為邪惡的。","Beneath the thin veneer of civilisation lies a howling madness.","","半獸人選擇一位活著的玩家，如果該玩家是善良則他死亡且惡魔今晚不會造成死亡。","","死亡, 假爪"
"magician","魔術師","惡魔認為你是僕從。僕從們認為你也是惡魔。","1... 2... Abra... 3... 4... Cadabra... *poof!*
And, as you can see, ladies and gentlemen, Captain Farnsworth’s bag of gold has disappeared! Gone! Without a trace! Thank you, and goodnight!","","","",""
"marionette","提線木偶","你認為自己是某一位善良角色，但你不是。惡魔知道你是誰。[你坐在惡魔旁邊]","Words, words. They're all we have to go on.","選擇一位坐在惡魔旁邊的善良玩家並以「是提線木偶」標記他，喚醒惡魔並告知提線木偶是誰。","","是提線木偶",""
"mastermind","主謀","如果惡魔被處決(結束遊戲)，則遊戲繼續進行一天，如果有玩家被處決，該玩家的陣營落敗。","The tentacles of that monster are nailed to the doors of the church. Mothers and children are dancing in the street. Excellent. Everything is proceeding exactly as I have planned.","","","",""
"mathematician","數學家","每天晚上，你得知今天(從清晨開始)有多少玩家的能力因為其他角色的能力而異常作用。","Any consistent formal system x, within which a certain amount of elementary arithmetic can be carried out is incomplete; that is, there are statements of the language of x which can neither be proved nor disproved in x. Ergo, you are drunk.","展示自己的能力因為其他角色的能力而異常作用的玩家數量(0/1/2/依此類推)。","展示自己的能力因為其他角色的能力而異常作用的玩家數量(0/1/2/依此類推)。","","異常"
"matron","女舍監","每天白天，你可以選擇至多三對玩家互換座位，玩家們不能離開座位講悄悄話。","Miss Featherbottom, be quiet. Master Rutherford, a teacup needs just the four fingers, please. I know you are a father of nine, but age, or lack there-of as the case may be, is never an excuse for poor manners.","","","",""
"mayor","鎮長","如果只有三名玩家存活且今天沒有人被處死，則你的陣營獲勝。如果你在晚上死亡，則可能改為另一位玩家死亡。","We must put our differences aside, and cease this senseless killing. We are all taxpayers after all. Well, most of us.","","","",""
"mezepheles","靈言師","在你的第一晚，你得知一個暗號，第一位說出這個暗號的善良玩家在當晚轉為邪惡陣營。","That which issues from the heart alone, will bend the hearts of others to your own.","展示祕密的暗號。","喚醒第一位說出靈言師的暗號的善良玩家並展示「你是」提示卡 + 倒讚表示邪惡。","","無能力,轉為邪惡"
"minstrel","吟遊詩人","每當一個僕從被處死，除了你以外且非旅行者的玩家都醉酒到明天黃昏。","And I shall hear, tho' soft you tread above me... And all my dreams will warm and sweeter be... If you'll not fail to tell me that you love me... I simply sleep in peace until you come to me.","","","","所有人醉酒"
"monk","僧侶","每天晚上*，選擇一位其他的玩家，該玩家今晚免疫惡魔的負面效果。","Tis an ill and deathly wind that blows tonight. Come, my brother, take shelter in the abbey while the storm rages. By my word, or by my life, you will be safe.","","先前被保護的玩家不再被保護。僧侶選擇一位其他的玩家，以「保護」標記該玩家。","","保護"
"moonchild","月之子","當你得知你死亡時，公開選擇一位活著的玩家，如果該玩家是善良，他今晚會死亡。","Scorpio looks sideways at the lovers, and you have a choice to make. With silver cross my palm, and your fate shall be revealed. With steel cross my throat, and by the stars you shall regret it.","","如果月之子今天對一位善良玩家使用能力，則該玩家死亡。","","死亡"
"mutant","畸形秀演員","如果你執著地使其他玩家相信自己是城外人，你可能會被處決。","我不是怪胎！我是人類！放過我吧！","","","",""
"nightwatchman","守夜人","每場遊戲一次，晚上時，選擇一位玩家，他們得知你是誰。","The night is cold and lonely, but I have the moon, the stars, the crisp wind and the soft thud of leather boots on cobbled stone for company. Yonder, candlelight flickers behind a murky window...","守夜人玩家可以指向一位玩家。喚醒該玩家，並展示 「這個角色選擇你」卡片 + 守夜人角色代幣，然後指向守夜人。","守夜人玩家可以指向一位玩家。喚醒該玩家，並展示 「這個角色選擇你」卡片 + 守夜人角色代幣，然後指向守夜人。","","無能力"
"noble","貴族","在你的第一晚，你得知三位玩家，其中(只有)一位是邪惡的。","Sarcasm is indeed the lowest form of wit. But speaking in response to your criticism, Sir, it is, nevertheless, a form of wit.","以任意順序指向三位玩家，其中一位是邪惡的。","","","已得知"
"nodashii","諾達鯴","每天晚上*，選擇一位玩家，該玩家死亡。在你兩側離你最近的鎮民中毒。","By the sins of Arnoch, I feel thy laden stench. By the curs-ed sun and her foul legion of tiny grinning gods, I corrupt thee. By the blessed night and the hidden depths of the horrid and unholy sea, I end thy squalid life upon this plane.","","諾達鯴指向一位玩家，該玩家死亡。","","中毒,死亡"
"ogre","食人魔","在你的第一晚，選擇另一位玩家，你變成該玩家的陣營(你不會得知它)(即使你醉酒或中毒)。","<grunt><grin></grunt>","食人魔指向另一位玩家並成為該玩家的陣營。","","","朋友"
"ojo","奧赫","每天晚上*，選擇一個角色，該角色的玩家死亡，如果該角色不在遊戲中，則由說書人決定哪位玩家死亡。","就像沒有月光的夜晚中，耀眼的營火…我看到你了，凡人。","","奧赫選擇角色表上的一個角色，如果該角色在遊戲中，該角色的玩家死亡，否則由說書人決定死亡。","","死亡"
"oracle","神諭者","每天晚上*，你得知有多少死去的玩家是邪惡的。","Only the chosen may gaze beyond the veil. The dead are restless, and they point in silence toward the icy north.","","展示死亡的邪惡玩家數量(0/1/2/依此類推)。","",""
"organgrinder","街頭風琴手","所有玩家在投票時閉眼且票數不公開。每天晚上，選擇你是否醉酒。","Round and round the handles go. The more you dance the less you know.","","","","將被處決"
"pacifist","和平主義者","當有善良玩家被處決時，他可能不會死亡。","Distrust all in whom the impulse to punish is powerful.","","","",""
"philosopher","哲學家","每場遊戲一次，晚上時，選擇一個善良角色，你獲得該角色能力，如果該角色在遊戲中，他會醉酒。","If anything is real, beer is real. Drink, for tomorrow we may die.","哲學家可以選擇角色表上的一個善良角色，如果他有選擇且該角色不在遊戲中，將哲學家的角色代幣置換成該角色；如果該角色在遊戲中，該角色的玩家醉酒，哲學家得到該角色能力，以「是哲學家」標記哲學家。","哲學家可以選擇角色表上的一個善良角色，如果他有選擇且該角色不在遊戲中，將哲學家的角色代幣置換成該角色；如果該角色在遊戲中，該角色的玩家醉酒，哲學家得到該角色能力，以「是哲學家」標記哲學家。","是哲學家,醉酒",""
"pithag","麻臉巫婆","每天晚上*，選擇一位玩家以及一個角色，如果該角色不在遊戲中，該玩家變成該角色，如果產生一個新惡魔，則今晚惡魔造成的死亡由說書人決定。","Round about the cauldron go; In the poison'd entrails throw; Toad, that under cold stone; Days and nights has thirty-one; Sweated venom sleeping got; Boil thou first in the charmed pot.","","麻臉巫婆指向一位玩家 + 角色表上的一位角色，如果選擇的角色不在遊戲中，喚醒該玩家並展示「你是」提示卡 + 麻臉巫婆選擇的角色代幣。","",""
"pixie","小精靈","在你的第一晚，你得知一位在遊戲中的鎮民角色。如果你執著地使其他玩家相信自己是該角色，則在該角色的玩家死亡後你獲得他的能力。","Round and round the garden, go.
Little girls run to and fro.
Little boys climb up the tree.
Which of these should Pixie be?
Ladies smile and go to town. 
Lords with axe chop forest down.
What’s yours is mine. What’s mine, divine.
Silly little Pixie, me.","展示一個在遊戲中的一個鎮民角色代幣。","","","具有能力,瘋狂"
"plaguedoctor","瘟疫醫生","如果你死亡，則說書人得到一個僕從的能力。","Pleauze shtay shtill. Thinks nid tiime for hillink. Myrhh-myrhh.","","","","(說書人能力)"
"po","珀","每天晚上*，你可以選擇一位玩家，該玩家死亡。如果你上次選擇不行動，則你今晚選擇三位玩家。","你想要一朵花嗎？我好孤獨呀。","","珀可以選擇一位玩家，或是如果阿寶在上一次沒有選擇玩家，則選擇三位玩家。被選擇的玩家死亡。","","攻擊x3,死亡"
"poisoner","投毒者","每天晚上，選擇一位玩家，該玩家今晚與明天早上中毒。","Add compound Alpha to compound Beta... NOT TOO MUCH!","投毒者指向一位玩家，該玩家中毒。","先前中毒的玩家不再中毒，投毒者指向一位玩家，該玩家中毒。","","中毒"
"politician","政客","如果你需要對你陣營的落敗負最大的責任，則你改變陣營並獲勝(儘管你死亡)。","I'm glad you asked that question. Truly, I am. But I think the REAL question here is...","","","",""
"pope","Pope","There are duplicate good characters in play. They might also be bluffs.","...Pulcherrimae.","","","",""
"poppygrower","罌粟種植者","僕從們與惡魔不會彼此相認。如果你死亡，則他們在當晚相認。","In the hidden groves of the deep forest, the black poppy dwells. To see its revelry is to be enchanted. To smell its thick aroma is to be lost forever, a slave to the gods of light and dark.","不要告知惡魔和僕從彼此是誰。","如果罌粟種植者死亡，告知惡魔和僕從彼此是誰。","","邪惡相認"
"preacher","傳教士","每天晚上，選擇一位玩家，如果你選中了一位僕從，則他得知此事。所有被選中的僕從都失去能力。","It is better to be rich and healthy than poor and sick.","傳教士選擇一位玩家，如果該玩家是僕從，以「傳教中」標記該玩家，喚醒該玩家並展示「這個能力選擇你」提示卡 + 傳教士的角色代幣。","傳教士選擇一位玩家，如果該玩家是僕從，以「傳教中」標記該玩家，喚醒該玩家並展示「這個能力選擇你」提示卡 + 傳教士的角色代幣。","","傳教中"
"princess","公主","在你的第一天，如果你提名並且處決了一位玩家，則惡魔今晚不會殺人。","Our words are hounds, bound by silken threads, dear lords. Let kindness weave them true, lest the reigns unravel and rend our court.","","如果今天是公主的第一天，如果你提名並且處決了一位玩家，則惡魔今晚不會殺人。","","Doesn't Kill"
"professor","教授","每場遊戲一次，晚上時*，選擇一位死亡的玩家，如果該玩家是鎮民，則他復活。","The process is simple. Attach the hydraulic confabulator to the modified chi matrix amplifier, add 20 CCs of pseudodorafine, keep his Z levels above 20%, and your husband will be fine. Now, all we need is a lightning strike.","","教授可以指向一位玩家，如果該玩家是鎮民，該玩家復活。","","復活,無能力"
"psychopath","精神病患者","每天白天，在提名開始前，你可以公開選擇一位玩家，該玩家死亡。如果你被處決，你只有在輸掉猜拳時才會死亡。","驚喜！","","","",""
"pukka","普卡","每天晚上，選擇一位玩家，該玩家中毒。先前因你而中毒的玩家死亡，並且變得健康。","You truly have been kind welcoming me into your beautiful home. I am so sorry I accidentally scratched you. A little thing. No matter. But please, take this golden toothpick as a humble token of my regret.","普卡指向一位玩家，該玩家中毒。","普卡指向一位玩家，該玩家中毒，先前中毒的玩家死亡並不再中毒。","","中毒,死亡"
"puzzlemaster","解謎大師","一位玩家醉酒(即使你死亡)。如果你猜中是哪位玩家(每場遊戲一次)，則你得知誰是惡魔，但如果你猜錯，你會得到不正確的資訊。","When one begins to think that some thing is merely some other thing, one is usually on the brink of an error. Patience, patience. Don’t confuse just and should with is and isn’t.","","","","已猜測,醉酒"
"ravenkeeper","守鴉人","如果你在晚上死亡，你醒來並選擇一位玩家，你得知他的角色。","My birds will avenge me! Fly! Fly, my sweet and dutiful pets! To the manor and to the river! To the alleys and to the salons! Fly!","","如果守鴉人在今晚死亡，守鴉人指向一位玩家，展示該玩家的角色代幣。","",""
"recluse","陌客","你的身分可能會被視為邪惡的僕從或惡魔(即使你死亡)。","Garn git ya darn grub ya mitts ofma lorn yasee. Grr. Natsy pikkins yonder southwise ye begittin afta ya! Git! Me harvy no so widda licks and demmons no be fightin' hadsup ne'er ma kin. Git, assay!","","","",""
"revolutionary","革命者","兩位相鄰的玩家會被設定為相同陣營。每場遊戲一次，其中一位玩家的身分會被視為不正確的陣營或角色。","United we feigned.
Divided, we stalled.","","","","不正確"
"riot","暴亂","在第三天，所有僕從變成暴亂，被提名者會死亡，該玩家必須立即再提名一次。","Larga vida a la revolución! Mi revolucion!","","","",""
"sage","賢者","如果惡魔殺死了你，你得知惡魔是某兩位玩家中的其中一位。","These mountainous tomes guard the secret, I am sure of it! Twixt word and word, it lies in wait. More candles, boy! More ink! These notes may look arcane, but the infernal puzzle is revealing itself.","","如果賢者被惡魔殺死，指向兩位玩家，其中一位是惡魔。","",""
"sailor","水手","每天晚上，選擇一位活著的玩家，你或該玩家醉酒到明天黃昏，你不會死亡。","I'll drink any one of yer under the table! You! The chatterbox! Reckon you can take me? No? Howza 'bout you, Grandma? You ever tried Old McKillys Extra Spiced Rum before? Guaranteed to put hairs on yer chest! Step aboard, aye!","水手指向一位活著的玩家，水手或該玩家醉酒。","先前醉酒的玩家不再醉酒，水手指向一位活著的玩家，水手或該玩家醉酒。","","醉酒"
"saint","聖徒","如果你被處死，你的陣營落敗。","Wisdom begets peace. Patience begets wisdom. Fear not, for the time shall come when fear too shall pass. Let us pray, and may the unity of our vision make saints of us all.","","","",""
"savant","博學者","每天白天，你可以拜訪說書人來得知兩件事，其中一件是正確的。","Seventy-two matchsticks on the floor... the sun sets early but the moon is unchanged... a torn piece of cloth... evil in the manor house... three by three... the one we trusted is not what he seems... green light means magnesium... residue, but the pattern is wrong... Seventy-two matchsticks on the floor...","","","",""
"scapegoat","替罪羊","如果你的陣營的玩家被處死，則可能改為你被處死。","Good evening! Thank you for inviting me to the ball. I'm not from around here, but you sure seem like a friendly bunch, by golly. I'm sure we'll get along just dandy. What's all that rope for?","","","",""
"scarletwoman","紅脣女郎","如果有五個或更多非旅行者的玩家存活時惡魔死亡，則你會變成惡魔。","You have shown me the secrets of the Council of the Purple Flame. We have lain together in fire and in lust and in beastly commune, and I am forever your servant. But tonight, my dear, I am your master.","","如果紅脣女郎今天成為了惡魔，將「你是」提示卡 + 惡魔的角色代幣展示給他。","","是惡魔"
"seamstress","女裁縫","每場遊戲一次，晚上時，選擇兩位其他的玩家，你得知他們是否為同一陣營。","Did you hear that stranger in the cashmere coat put the word on our young Belle? And she said yes? Well, that's nothing compared to what Harry and that juggler got up to at the fair! The things I could say if I was a tattletale... my, yes.","女裁縫可以選擇兩位其他的玩家，如果他有選擇，以點頭或搖頭來告知他們是否屬於同一陣營。","女裁縫可以選擇兩位其他的玩家，如果他有選擇，以點頭或搖頭來告知他們是否屬於同一陣營。","","無能力"
"sentinel","哨兵","城外人數量可能會加一或減一。","Name, please.
Papers, please.
Weapons, please.","","","",""
"shabaloth","沙巴洛斯","每天晚上*，選擇兩位玩家，這些玩家死亡。昨晚你選擇的其中一位玩家可能會復活。","Blarg f'taag nm mataan! No sho gumtha m'sik na yuuu. Fluuuuuuuuurg h-sikkkh.","","沙巴洛斯前一晚選擇的其中一位玩家可能會復活，沙巴洛斯選擇兩位玩家，這些玩家死亡。","","復活,死亡"
"shugenja","修行者","在你的第一晚，你得知離你最近的邪惡玩家是順時針或是逆時針方向，如果兩者皆是，則你得到隨機的資訊。","これは夢。それも夢。すべて夢です。","喚醒修行者，指向最近的邪惡玩家方向，如果兩方向相同，指向任意一邊。","","",""
"slayer","獵手","每場遊戲一次，白天時，公開選擇一位玩家，如果該玩家是惡魔，他會死亡。","死吧。","","","","無能力"
"snakecharmer","舞蛇人","每天晚上，選擇一位活著的玩家，如果該玩家是惡魔，你與他交換陣營與角色，然後他中毒。","Effendi... I am but a humble man, but my pipe is golden and a single tune will tame the wildest djinn, Inshallah. They say that greed hangs more men than rope. But not I, Effendi... not I.","舞蛇人指向一位玩家，如果該玩家是惡魔，交換他們的角色及陣營，分別喚醒他們並展示「你是」提示卡 + 他們的新角色代幣，新的舞蛇人中毒。","舞蛇人指向一位玩家，如果該玩家是惡魔，交換他們的角色及陣營，分別喚醒他們並展示「你是」提示卡 + 他們的新角色代幣，新的舞蛇人中毒。","","中毒"
"snitch","告密者","僕從們會在他們的第一晚得知三個不在遊戲中的角色。","是約翰做的。","在提供僕從資訊後分別喚醒每個僕從並展示三個不在遊戲中的角色代幣(可與展示給其他僕從或惡魔的代幣相同或不同)。","","",""
"soldier","士兵","你免疫惡魔的負面效果。","As David said to Goliath, as Theseus said to the Minotaur, as Arjuna said to Bhagadatta... No.","","","",""
"spiritofivory","聖潔之魂","最多存在一個額外的邪惡玩家。","The Wasteland calls. Bones rise to flesh, then fall to dust. The great spirit grows. The great spirit watches. The great spirit guides. The human listens, or the human is no more.","","","","不再出現邪惡"
"spy","間諜","每天晚上，你都可以查看魔典。你的身分可能會被視為善良的鎮民或城外人(即使你死亡)。","Any brewmaster worth their liquor, knows no concoction pours trouble quicker, than one where spies seem double.","將魔典展示給間諜。","將魔典展示給間諜。","",""
"steward","事務官","在你的第一晚，你得知一位善良玩家。","How DARE you accuse Her Ladyship of wrongdoing? I’ve known her my entire life! All nine years!","指向一位善良玩家。","","","已得知"
"stormcatcher","暴風捕手","選擇一個角色名稱。如果該角色在遊戲中，該角色的玩家只能死於處刑，但邪惡玩家知道他是哪位玩家。","At dawn, the temple’s long shadow creeps to the fountain. At dusk, the obelisk blocks the red glare, cooling warm water under the archway. All lines converge here. A storm is coming, and this, this pebbled and lush and holy place between the apple trees, is the eye.","","","","安全"
"summoner","召喚師","你得到三個偽裝。在第三晚，選擇一位玩家和一個惡魔角色，該玩家變成該惡魔並轉為邪惡。[沒有惡魔]","Hail the guardians of the north; by my intellect, thou art cut. Hail the guardians of the east; by my will, thou art dominated. Hail the guardians of the south; by that which lies beyond, the mystery is revealed. Hail the guardians of the west; a shield in the darkness","展示「這些角色不在遊戲中」提示卡 + 三個不在遊戲中的角色代幣","如果今晚是第三晚，召喚師選擇一位玩家 + 角色表上的一個惡魔角色，他成為該惡魔。","","第一晚,第二晚,第三晚"
"sweetheart","心上人","當你死亡時，一位玩家開始醉酒。","I will never forget her. Never.","","選擇一位玩家，該玩家醉酒。","","醉酒"
"tealady","茶藝師","如果你活著的鄰居都是善良，則他們都不會死亡。","If you are cold, tea will warm you. If you are too heated, tea will cool you. If you are depressed, tea will cheer you. If you are excited, tea will calm you.","","","","不會死"
"thief","竊賊","每天晚上，選擇一位其他的玩家，明天該玩家投下的票都計為負票。","I aint done nuffink. I weren't even in dat alley last night! It weren't me what stole Mayor Bruno's briefcase wiv all dem fancy dockoments innit. Besides, it was too 'eavy to carry far.","小偷指向一位玩家，以「負數票」標記該玩家。","小偷指向一位玩家，以「負數票」標記該玩家。","","負數票"
"tinker","修補匠","你隨時可能死亡。","I think I see the problem. Luckily, I have an idea! This catapult will shoot twice as far with just a minor adjustment...","","修補匠可能會死亡。","","死亡"
"tor","Tor","Players don't know their character or alignment. They learn them when they die.","With thunder as my voice and lightning as my blade, I, the eternal guardian, feast upon the fools who dare approach the forbidden gate. Behold, my sacred goal! To purge the beetle from the belly of the rocky earth, to ensnare it in a net of stars, on the hilltop where heaven meets earth.","","If a player died tonight, show the *YOU ARE* info token, their character token, & a thumbs up or thumbs down.","",""
"towncrier","城鎮公告員","每天晚上*，你得知僕從們今天是否有提名。","號外！號外！迷宮中有巫術！天才學者將揭示一切！小鎮陷入危險了！號外！","","以點頭或搖頭來告知僕從們今天是否有提名，以「僕從未提名」標記城鎮公告員。","","僕從提名,僕從未提名"
"toymaker","玩具匠","惡魔晚上時可以選擇不攻擊(且一局遊戲中至少要做一次)。邪惡玩家正常地獲得起始資訊。","It buzzes! It walks down stairs! It keeps you warm at night! It tastes like sugar! The kiddies love it! Introducing... the brand new... Warm'o-buzzy-wuzzy-walk'a'bot-thingy-contraption! Fun for all ages!","","","","已選擇不攻擊"
"undertaker","送葬者","每天晚上*，你得知今天被處死的玩家的角色。","Hmmm....what have we here? The left boot is worn down to the heel, with flint shavings under the tongue. This is the garb of a Military man.","","如果今天有玩家被處決，將該玩家的角色代幣展示給送葬者。","","處決"
"ventriloquist","Ventriloquist","If a player is mad as a fresh character during their nomination, they might not die if executed today.","Well, folks, gather ‘round! This here’s my pal Charlie, and he’s got a mouth on him that’d make a mule blush. But don’t worry folks, I do all the talkin’... or do I?","","","","Mad"
"vigormortis","亡骨魔","每天晚上*，選擇一位玩家，該玩家死亡。你殺死的僕從們會保留他們的能力，並且使其兩側最近的其中一位鎮民中毒。[−1 城外人]","百門皆為一門。百匙皆為一匙。百杯皆為一杯，但誰若喝我所賜的水，將永遠不渴；我所賜的水要在他裡頭成為泉源，直湧到永生。","","亡骨魔指向一位玩家，該玩家死亡。如果該玩家是僕從，以「具有能力」標記該玩家並讓他的一位鎮民鄰居中毒。","","中毒,具有能力,死亡"
"villageidiot","村夫","每天晚上，選擇一位玩家，你得知他的陣營。[+0 到 +2 村夫，其中一位醉酒]","Roses are blue, and violets are red, Please reverse what I just said.","村夫指向一位玩家，展示該玩家的陣營。","村夫指向一位玩家，展示該玩家的陣營。","","醉酒"
"virgin","貞潔者","如果第一次提名你的人是鎮民，該玩家會被立即處死。","I am pure. Let those who are without sin cast themselves down and suffer in my stead. My reputation shall not be stained with your venomous accusations.","","","","無能力"
"vizier","維齊爾","所有玩家都知道你是誰。你無法在白天死亡。投票時，若有善良玩家投票，則你可以強制使處決成功。","An excellent decision, as always, sire. Such a petty crime as bumping into the Bishop indeed deserves your ‘justice’ and ‘mercy’. Take a stroll in the gardens. Visit the gallery and peruse the sculptures of Von Strauf. Relax, sire. Leave everything… to me.","宣布「維齊爾在遊戲中」並指向該玩家。","","",""
"vortox","渦流","每天晚上*，選擇一位玩家，該玩家死亡。鎮民們的能力會得到錯誤的訊息。每天白天，如果沒有人被處決，則邪惡陣營獲勝。","Black is White. Right is Wrong. Left is Right. Up is Long. Down is Sight. Short is Blind. Follow me. Answers find.","","渦流指向一位玩家，該玩家死亡。","","死亡"
"voudon","巫毒師","只有你和死亡玩家可以投票，死亡玩家投票不需使用投票代幣，也不需要50%的票數門檻。","Bien venu. Sit down. Breathe deep. Enter the land of the dead. See with their eyes. Speak with their voice. Yon sel lang se janm ase.","","","",""
"washerwoman","洗衣婦","在你的第一晚，你得知在某兩位玩家中有一位特定的鎮民角色。","Bloodstains on a dinner jacket? No, this is cooking sherry. How careless.","將一個在遊戲中的鎮民角色代幣展示給洗衣婦並指向兩位玩家，他們其中一位是該角色。","","","鎮民,非鎮民"
"widow","寡婦","在你的第一晚，查看魔典並且選擇一位玩家，該玩家中毒。一位善良玩家知道寡婦在遊戲中。","More wine? Château d’Ergot ’07 is a very special vintage. My yes, very special indeed.","將魔典展示給寡婦，寡婦選擇一位玩家，以「中毒」標記該玩家。喚醒一位善良玩家並展示「這些角色在遊戲中」提示卡 + 寡婦的角色代幣，以「得知寡婦」標記該玩家。","","得知寡婦","中毒"
"witch","女巫","每天晚上，選擇一位玩家，如果該玩家於明天提名，則他會死亡，如果只剩下三位玩家存活，你失去這個能力。","Three drops of goat's blood. A lock of hair, torn in anger. The name is spoken, the shadow cast. Walk left foot first down that brambled path, and don't look back.","女巫指向一位玩家，以「詛咒」標記該玩家。","如果有四位或以上玩家活著，女巫指向一位玩家，以「詛咒」標記該玩家。","","詛咒"
"wizard","巫師","每場遊戲一次，許一個願。如果願望成真，可能會有代價和留下有關其性質的線索。","Genies are overrated.","運行巫師的能力（如果適用）。","運行巫師的能力（如果適用）。","","?"
"wraith","亡魂","你可以在晚上睜開眼睛，你在其他邪惡玩家行動時也會被喚醒。","Ra'āb ina pān ṣilli ša dāri. Rigim qallu ina šūri, šītu ša šunātīka iredde, u napšutka idlul ina pān maṣṣartī dāriti.","當其他邪惡玩家行動時，喚醒亡魂。","當其他邪惡玩家行動時，喚醒亡魂。","",""
"xaan","限","在第X晚，所有鎮民中毒直到下個黃昏。[城外人數量為X]","他們墮落了。一個一個。兩個，三個，五個。","","","","第一晚, 第二晚, 第三晚, X"
